file_id,company,bucket_code,bucket_name,disposition,current,confidence,needs_review,doc_date,doc_date_source,confidentiality,stage,version_family,superseded_by,duplicate_of,filename,ext,size_bytes,mtime_iso,sha256,origin_folder,origin_kind,company_evidence,summary,extracted_numbers,evidence,flags,gnative_url,also_relevant_to,source_rel,dest_rel,source_path,text_chars
F00011,CaliCat (H2U),10,Technical & Diligence,PLACED,True,0.812,False,2024-03-26,mtime,,,CaliCat (H2U)|10||00. Data Request (Q4'23 - March 2024)|h2u q4 23 data requests email responses|,,,H2U Q4'23 Data Requests - Email Responses.gdoc,.gdoc,174,2024-03-26,,00. Data Request (Q4'23 - March 2024),subfolder,source-root,Technical & Diligence — H2U Q4'23 Data Requests - Email Responses,,path:'00. Data Request (Q4'23 - March 2024)'~'data request'(+5.0) | method:baseline,google-native | content-not-read-locally,https://drive.google.com/open?id=1lXpj-up9fqtil37_ZcNZitl4buAEamqHk8bV7M93q2Y,,00. Data Request (Q4'23 - March 2024)/H2U Q4'23 Data Requests - Email Responses.gdoc,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/CaliCat (H2U)/00. Data Request (Q4'23 - March 2024)/H2U Q4'23 Data Requests - Email Responses.gdoc,0
F00012,CaliCat (H2U),10,Technical & Diligence,PLACED,True,0.729,False,2024-07-12,mtime,external,,CaliCat (H2U)|10|external|00. Data Request (Q4'23 - March 2024)|h2u technologies series a 2 pay to play pro forma external|,,,H2U Technologies - Series A-2 (Pay to Play) Pro Forma [External] (1).xlsx,.xlsx,174645,2024-07-12,,00. Data Request (Q4'23 - March 2024),subfolder,source-root,Technical & Diligence — H2U Technologies - Series A-2 (Pay to Play) Pro Forma [External] (1),,path:'00. Data Request (Q4'23 - March 2024)'~'data request'(+5.0) | method:baseline,,,,00. Data Request (Q4'23 - March 2024)/H2U Technologies - Series A-2 (Pay to Play) Pro Forma [External] (1).xlsx,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/CaliCat (H2U)/00. Data Request (Q4'23 - March 2024)/H2U Technologies - Series A-2 (Pay to Play) Pro Forma [External] (1).xlsx,0
F00013,CaliCat (H2U),10,Technical & Diligence,PLACED,True,0.729,False,2024-03-26,mtime,,,CaliCat (H2U)|10||00. Data Request (Q4'23 - March 2024)|h2uorgchart032124|,,,H2UOrgChart032124.pptx,.pptx,51481,2024-03-26,,00. Data Request (Q4'23 - March 2024),subfolder,source-root,Technical & Diligence — H2UOrgChart032124,,path:'00. Data Request (Q4'23 - March 2024)'~'data request'(+5.0) | method:baseline,,,,00. Data Request (Q4'23 - March 2024)/H2UOrgChart032124.pptx,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/CaliCat (H2U)/00. Data Request (Q4'23 - March 2024)/H2UOrgChart032124.pptx,0
F00014,CaliCat (H2U),10,Technical & Diligence,PLACED,True,0.812,False,2023-01-01,filename,,,CaliCat (H2U)|10||00. Data Request (Q4'23 - March 2024)|startup package management liability technology e ocyber liability|,,,Startup Package Management Liability  Technology E&OCyber Liability 2023-2024.pdf,.pdf,3114674,2024-03-26,,00. Data Request (Q4'23 - March 2024),subfolder,source-root,Technical & Diligence — Startup Package Management Liability  Technology E&OCyber Liability 2023-2024,,path:'00. Data Request (Q4'23 - March 2024)'~'data request'(+5.0) | method:baseline,,,,00. Data Request (Q4'23 - March 2024)/Startup Package Management Liability  Technology E&OCyber Liability 2023-2024.pdf,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/CaliCat (H2U)/00. Data Request (Q4'23 - March 2024)/Startup Package Management Liability  Technology E&OCyber Liability 2023-2024.pdf,0
F00015,CaliCat (H2U),10,Technical & Diligence,PLACED,True,0.729,False,2023-12-31,filename,,,CaliCat (H2U)|10||00. Data Request (Q4'23 - March 2024)|h2u technologies inc summary cap intermediate cap detailed cap ledgers|,,,h2u-technologies-inc_2023-12-31_summary_cap_intermediate_cap_detailed_cap_ledgers.xlsx,.xlsx,66170,2024-03-26,,00. Data Request (Q4'23 - March 2024),subfolder,source-root,Technical & Diligence — h2u-technologies-inc_2023-12-31_summary_cap_intermediate_cap_detailed_cap_ledgers,,path:'00. Data Request (Q4'23 - March 2024)'~'data request'(+5.0) | method:baseline,,,,00. Data Request (Q4'23 - March 2024)/h2u-technologies-inc_2023-12-31_summary_cap_intermediate_cap_detailed_cap_ledgers.xlsx,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/CaliCat (H2U)/00. Data Request (Q4'23 - March 2024)/h2u-technologies-inc_2023-12-31_summary_cap_intermediate_cap_detailed_cap_ledgers.xlsx,0
F00016,CaliCat (H2U),10,Technical & Diligence,PLACED,True,0.729,False,2024-05-17,filename,,,CaliCat (H2U)|10||00. Data Request (Q4'23 - March 2024)|h2u technologies inc summary cap intermediate cap detailed cap|,,,h2u-technologies-inc_2024-05-17_summary_cap_intermediate_cap_detailed_cap.xlsx,.xlsx,21783,2024-05-17,,00. Data Request (Q4'23 - March 2024),subfolder,source-root,Technical & Diligence — h2u-technologies-inc_2024-05-17_summary_cap_intermediate_cap_detailed_cap,,path:'00. Data Request (Q4'23 - March 2024)'~'data request'(+5.0) | method:baseline,,,,00. Data Request (Q4'23 - March 2024)/h2u-technologies-inc_2024-05-17_summary_cap_intermediate_cap_detailed_cap.xlsx,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/CaliCat (H2U)/00. Data Request (Q4'23 - March 2024)/h2u-technologies-inc_2024-05-17_summary_cap_intermediate_cap_detailed_cap.xlsx,0
F00017,CaliCat (H2U),10,Technical & Diligence,PLACED,True,0.729,False,2023-03-14,mtime,,clean,"CaliCat (H2U)|10||2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis|nsl non compete agreement 4 26|",,,NSL Non Compete Agreement 4-26 CLEAN.docx,.docx,35703,2023-03-14,,2022 H2U Data Room B2,subfolder,source-root,Technical & Diligence — NSL Non Compete Agreement 4-26 CLEAN,,path:'2022 H2U Data Room B2'~'data room'(+5.0) | method:baseline,,,,"2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/NSL Non Compete Agreement 4-26 CLEAN.docx",,"/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/CaliCat (H2U)/2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/NSL Non Compete Agreement 4-26 CLEAN.docx",0
F00018,CaliCat (H2U),10,Technical & Diligence,SUPERSEDED,False,0.729,False,2023-03-14,mtime,,,"CaliCat (H2U)|10||2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis|nsl non compete agreement 4 26|",F00017,,NSL Non Compete Agreement 4-26 REDLINE.docx,.docx,41591,2023-03-14,,2022 H2U Data Room B2,subfolder,source-root,Technical & Diligence — NSL Non Compete Agreement 4-26 REDLINE,,path:'2022 H2U Data Room B2'~'data room'(+5.0) | method:baseline,,,,"2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/NSL Non Compete Agreement 4-26 REDLINE.docx",,"/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/CaliCat (H2U)/2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/NSL Non Compete Agreement 4-26 REDLINE.docx",0
F00019,CaliCat (H2U),02,Financing & Legal,PLACED,True,0.729,False,2023-03-14,mtime,,clean,"CaliCat (H2U)|02||2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis|nsl restricted stock purchase agreement 4 26|",,,NSL Restricted Stock Purchase Agreement 4-26 CLEAN.docx,.docx,40604,2023-03-14,,2022 H2U Data Room B2,subfolder,source-root,Financing & Legal — NSL Restricted Stock Purchase Agreement 4-26 CLEAN,,name:'purchase agreement'->+3 | name:'stock purchase'->+3 | name~'agreement'->+1 | method:baseline,,,,"2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/NSL Restricted Stock Purchase Agreement 4-26 CLEAN.docx",,"/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/CaliCat (H2U)/2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/NSL Restricted Stock Purchase Agreement 4-26 CLEAN.docx",0
F00020,CaliCat (H2U),02,Financing & Legal,SUPERSEDED,False,0.729,False,2023-03-14,mtime,,,"CaliCat (H2U)|02||2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis|nsl restricted stock purchase agreement 4 26|",F00019,,NSL Restricted Stock Purchase Agreement 4-26 REDLINE.docx,.docx,43038,2023-03-14,,2022 H2U Data Room B2,subfolder,source-root,Financing & Legal — NSL Restricted Stock Purchase Agreement 4-26 REDLINE,,name:'purchase agreement'->+3 | name:'stock purchase'->+3 | name~'agreement'->+1 | method:baseline,,,,"2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/NSL Restricted Stock Purchase Agreement 4-26 REDLINE.docx",,"/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/CaliCat (H2U)/2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/NSL Restricted Stock Purchase Agreement 4-26 REDLINE.docx",0
F00021,CaliCat (H2U),02,Financing & Legal,PLACED,True,0.729,True,2023-03-14,mtime,,,"CaliCat (H2U)|02||2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis|nsl restricted stock purchase agreement 5 5|",,,NSL Restricted Stock Purchase Agreement 5-5 REDLINE.doc,.doc,86016,2023-03-14,,2022 H2U Data Room B2,subfolder,source-root,Financing & Legal — NSL Restricted Stock Purchase Agreement 5-5 REDLINE,,name:'purchase agreement'->+3 | name:'stock purchase'->+3 | name~'agreement'->+1 | method:baseline,legacy-binary-format,,,"2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/NSL Restricted Stock Purchase Agreement 5-5 REDLINE.doc",,"/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/CaliCat (H2U)/2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/NSL Restricted Stock Purchase Agreement 5-5 REDLINE.doc",0
F00022,CaliCat (H2U),02,Financing & Legal,PLACED,True,0.729,True,2023-03-14,mtime,,draft,"CaliCat (H2U)|02||2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis|restricted stock purchase agreement nsl|",,,Restricted Stock Purchase Agreement draft NSL  (1).doc,.doc,86016,2023-03-14,,2022 H2U Data Room B2,subfolder,source-root,Financing & Legal — Restricted Stock Purchase Agreement draft NSL  (1),,name:'purchase agreement'->+3 | name:'stock purchase'->+3 | name~'agreement'->+1 | method:baseline,legacy-binary-format,,,"2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/Restricted Stock Purchase Agreement draft NSL  (1).doc",,"/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/CaliCat (H2U)/2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/Restricted Stock Purchase Agreement draft NSL  (1).doc",0
F00023,CaliCat (H2U),02,Financing & Legal,PLACED,True,0.729,True,2023-03-14,mtime,,draft,"CaliCat (H2U)|02||2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis|restricted stock purchase agreement nsl nsl|",,,Restricted Stock Purchase Agreement draft NSL  (1)NSL.doc,.doc,85504,2023-03-14,,2022 H2U Data Room B2,subfolder,source-root,Financing & Legal — Restricted Stock Purchase Agreement draft NSL  (1)NSL,,name:'purchase agreement'->+3 | name:'stock purchase'->+3 | name~'agreement'->+1 | method:baseline,legacy-binary-format,,,"2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/Restricted Stock Purchase Agreement draft NSL  (1)NSL.doc",,"/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/CaliCat (H2U)/2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/Restricted Stock Purchase Agreement draft NSL  (1)NSL.doc",0
F00024,CaliCat (H2U),02,Financing & Legal,SUPERSEDED,False,0.729,True,2023-03-14,mtime,,draft,"CaliCat (H2U)|02||2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis|restricted stock purchase agreement nsl|",F00022,,Restricted Stock Purchase Agreement draft NSL .doc,.doc,71168,2023-03-14,,2022 H2U Data Room B2,subfolder,source-root,Financing & Legal — Restricted Stock Purchase Agreement draft NSL ,,name:'purchase agreement'->+3 | name:'stock purchase'->+3 | name~'agreement'->+1 | method:baseline,legacy-binary-format,,,"2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/Restricted Stock Purchase Agreement draft NSL .doc",,"/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/CaliCat (H2U)/2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/Restricted Stock Purchase Agreement draft NSL .doc",0
F00025,CaliCat (H2U),10,Technical & Diligence,PLACED,True,0.729,False,2023-03-14,mtime,,,"CaliCat (H2U)|10||2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis|stock restriction agreement memryx|",,,Stock Restriction Agreement - memryx.docx,.docx,42797,2023-03-14,,2022 H2U Data Room B2,subfolder,source-root,Technical & Diligence — Stock Restriction Agreement - memryx,,path:'2022 H2U Data Room B2'~'data room'(+5.0) | method:baseline,,,,"2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/Stock Restriction Agreement - memryx.docx",,"/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/CaliCat (H2U)/2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/Stock Restriction Agreement - memryx.docx",0
F00026,CaliCat (H2U),10,Technical & Diligence,PLACED,True,0.729,False,2023-03-14,mtime,,final,"CaliCat (H2U)|10||2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/FINAL AGMTS FOR SIGNING|non compete agreement 5 5|",,,Non-Compete Agreement Final 5-5 CLEAN.pdf,.pdf,129837,2023-03-14,,2022 H2U Data Room B2,subfolder,source-root,Technical & Diligence — Non-Compete Agreement Final 5-5 CLEAN,,path:'2022 H2U Data Room B2'~'data room'(+5.0) | method:baseline,,,,"2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/FINAL AGMTS FOR SIGNING/Non-Compete Agreement Final 5-5 CLEAN.pdf",,"/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/CaliCat (H2U)/2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/FINAL AGMTS FOR SIGNING/Non-Compete Agreement Final 5-5 CLEAN.pdf",0
F00027,CaliCat (H2U),10,Technical & Diligence,PLACED,True,0.729,False,2023-03-14,mtime,,signed,"CaliCat (H2U)|10||2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/FINAL AGMTS FOR SIGNING/SIGNED DOCS|nda|",,,Signed NDA.pdf,.pdf,199272,2023-03-14,,2022 H2U Data Room B2,subfolder,source-root,Technical & Diligence — Signed NDA,,path:'2022 H2U Data Room B2'~'data room'(+5.0) | method:baseline,,,,"2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/FINAL AGMTS FOR SIGNING/SIGNED DOCS/Signed NDA.pdf",,"/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/CaliCat (H2U)/2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/FINAL AGMTS FOR SIGNING/SIGNED DOCS/Signed NDA.pdf",0
F00028,CaliCat (H2U),10,Technical & Diligence,PLACED,True,0.812,False,2023-03-14,mtime,,clean,"CaliCat (H2U)|10||2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/SIGNED DOCS|h2u rspa n lewis for signing|",,,H2U RSPA N Lewis CLEAN for signing.pdf,.pdf,206233,2023-03-14,,2022 H2U Data Room B2,subfolder,source-root,Technical & Diligence — H2U RSPA N Lewis CLEAN for signing,,path:'2022 H2U Data Room B2'~'data room'(+5.0) | method:baseline,,,,"2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/SIGNED DOCS/H2U RSPA N Lewis CLEAN for signing.pdf",,"/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/CaliCat (H2U)/2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/SIGNED DOCS/H2U RSPA N Lewis CLEAN for signing.pdf",0
F00029,CaliCat (H2U),10,Technical & Diligence,PLACED,True,0.812,True,2020-01-01,filename,,final,"CaliCat (H2U)|10||2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/SIGNED DOCS|nsl consulting agreeement 5 6|",,,NSL Consulting Agreeement Final REDLINE 5-6-2020.doc,.doc,80896,2023-03-14,,2022 H2U Data Room B2,subfolder,source-root,Technical & Diligence — NSL Consulting Agreeement Final REDLINE 5-6-2020,,path:'2022 H2U Data Room B2'~'data room'(+5.0) | method:baseline,legacy-binary-format,,,"2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/SIGNED DOCS/NSL Consulting Agreeement Final REDLINE 5-6-2020.doc",,"/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/CaliCat (H2U)/2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/SIGNED DOCS/NSL Consulting Agreeement Final REDLINE 5-6-2020.doc",0
F00030,CaliCat (H2U),10,Technical & Diligence,PLACED,True,0.812,False,2020-11-01,filename,,,"CaliCat (H2U)|10||2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/SIGNED DOCS|nsl signature pages rspa|",,,NSL signature pages RSPA Nov2020.PDF,.pdf,1649121,2023-03-14,,2022 H2U Data Room B2,subfolder,source-root,Technical & Diligence — NSL signature pages RSPA Nov2020,,path:'2022 H2U Data Room B2'~'data room'(+5.0) | method:baseline,,,,"2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/SIGNED DOCS/NSL signature pages RSPA Nov2020.PDF",,"/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/CaliCat (H2U)/2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/SIGNED DOCS/NSL signature pages RSPA Nov2020.PDF",0
F00031,CaliCat (H2U),10,Technical & Diligence,PLACED,True,0.729,True,2023-03-14,mtime,,final,"CaliCat (H2U)|10||2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/SIGNED DOCS|non compete agreement 5 5|",,,Non-Compete Agreement Final 5-5 REDLINE.doc,.doc,80384,2023-03-14,,2022 H2U Data Room B2,subfolder,source-root,Technical & Diligence — Non-Compete Agreement Final 5-5 REDLINE,,path:'2022 H2U Data Room B2'~'data room'(+5.0) | method:baseline,legacy-binary-format,,,"2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/SIGNED DOCS/Non-Compete Agreement Final 5-5 REDLINE.doc",,"/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/CaliCat (H2U)/2022 H2U Data Room B2/HR/2020-2021/Incubation, Founders Agreements/Nate Lewis/SIGNED DOCS/Non-Compete Agreement Final 5-5 REDLINE.doc",0
