file_id,company,from_rel,to_rel,disposition,bucket,renamed,reason,ok
F00046,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/Basil Karampelas Resume May 21.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Basil Karampelas Resume May 21.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00047,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/CV_CX Xiang_2020_H2U tech advisor.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/CV_CX Xiang_2020_H2U tech advisor.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00048,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/Caine+Finnerty+-+Resume+2020+-+Final.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Caine+Finnerty+-+Resume+2020+-+Final.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00049,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/Darren B Hickey Resume May2021.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Darren B Hickey Resume May2021.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00050,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/EA-Vish_Palekar_Resume (07).pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/EA-Vish_Palekar_Resume (07).pdf,PLACED,10 Technical & Diligence,False,moved,True
F00051,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/Esther+Alatorre+-+2021+Exec.+Asst..docx,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Esther+Alatorre+-+2021+Exec.+Asst.docx,PLACED,10 Technical & Diligence,True,moved,True
F00052,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/George_Whitesides.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/George_Whitesides.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00053,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/JERALD ALAN COLE.docx,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/JERALD ALAN COLE.docx,PLACED,10 Technical & Diligence,False,moved,True
F00054,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/Jack_S_Portfolio.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Jack_S_Portfolio.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00055,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/Jack_S_Resume.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Jack_S_Resume.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00056,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/Jonas Seyppel.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Jonas Seyppel.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00057,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/Jun (John) Wang  Resume_10182020.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Jun (John) Wang Resume_10182020.pdf,PLACED,10 Technical & Diligence,True,moved,True
F00058,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/LanZhou_Resume_Nov20.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/LanZhou_Resume_Nov20.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00059,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/Luis Artiz +Resume+June+2021.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Luis Artiz +Resume+June+2021.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00060,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/Michael+Minutti+Resume+2020+.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Michael+Minutti+Resume+2020+.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00061,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/Motus Ventures Mail - Re_ follow up call_Nittin MRD PRD.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Motus Ventures Mail - Re_ follow up call_Nittin MRD PRD.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00062,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/NAOMI+Meihui LI_2021.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/NAOMI+Meihui LI_2021.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00063,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/Nawid_Yakuby--Latest_Resume.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Nawid_Yakuby--Latest_Resume.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00064,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/Nitin Vaish H2U Technologies - Product Management (Nitin Vaish).pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Nitin Vaish H2U Technologies - Product Management (Nitin Vaish).pdf,PLACED,10 Technical & Diligence,False,moved,True
F00065,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/Nitin Vaish Resume.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Nitin Vaish Resume.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00066,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/Om Mouraya Input on H2U'  Business Plan.docx,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Om Mouraya Input on H2U' Business Plan.docx,PLACED,10 Technical & Diligence,True,moved,True
F00067,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/Om Mourya+Resume+1_2020.docx,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Om Mourya+Resume+1_2020.docx,PLACED,10 Technical & Diligence,False,moved,True
F00068,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/RKozikowski.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/RKozikowski.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00069,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/Rahul Chandra+Resume+-+2021.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Rahul Chandra+Resume+-+2021.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00070,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/Rajesh Gopinath resume 10-2021 (2).pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Rajesh Gopinath resume 10-2021 (2).pdf,PLACED,10 Technical & Diligence,False,moved,True
F00071,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/Resume - Gobulukoglu H2U Technologies - 02-December-2020.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Resume - Gobulukoglu H2U Technologies - 02-December-2020.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00072,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/Russo__Alan21.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Russo__Alan21.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00073,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/S Ganesh_2020.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/S Ganesh_2020.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00074,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/SARAH LEE resume.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/SARAH LEE resume.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00075,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/Simonoff_2020.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Simonoff_2020.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00076,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/Steve Aragon VP Eng CTO COO 12-8-2020.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Steve Aragon VP Eng CTO COO 12-8-2020.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00077,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/burle AI eng Motus Ventures Mail - Fw_ chat about info and opportunity etc._.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/burle AI eng Motus Ventures Mail - Fw_ chat about info and opportunity etc._.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00078,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/gkimball_resume_2021-1.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/gkimball_resume_2021-1.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00079,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/salary survey EA los angeles.png,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/salary survey EA los angeles.png,PLACED,10 Technical & Diligence,False,moved,True
F00080,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/updateonproductmanagementsearch.zip,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/updateonproductmanagementsearch.zip,PLACED,10 Technical & Diligence,False,moved,True
F00081,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Candidates/vpengineeringcandidatestobereviewedasofaug16resend.zip,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/vpengineeringcandidatestobereviewedasofaug16resend.zip,PLACED,10 Technical & Diligence,False,moved,True
F00082,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Job specifications/Board Member_Spec &Comp.zip,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Board Member_Spec &Comp.zip,PLACED,10 Technical & Diligence,False,moved,True
F00083,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Job specifications/Electrochemical processing engineer.docx,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Electrochemical processing engineer.docx,PLACED,10 Technical & Diligence,False,moved,True
F00084,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Job specifications/Electrochemist for electrolyzer devellopment team.docx,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Electrochemist for electrolyzer devellopment team.docx,PLACED,10 Technical & Diligence,False,moved,True
F00085,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Job specifications/Electrolyzer component fabrication engineer.docx,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Electrolyzer component fabrication engineer.docx,PLACED,10 Technical & Diligence,False,moved,True
F00086,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Job specifications/Electrolyzer system integration and testing engineer.docx,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Electrolyzer system integration and testing engineer.docx,PLACED,10 Technical & Diligence,False,moved,True
F00087,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Job specifications/H2U CEO Job Spec updated.docx,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U CEO Job Spec updated.docx,PLACED,10 Technical & Diligence,False,moved,True
F00088,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Job specifications/H2U CEO Job Spec v2.docx,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U CEO Job Spec v2.docx,PLACED,10 Technical & Diligence,False,moved,True
F00089,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Job specifications/H2U CEO Job Spec.docx,COMPANIES/CaliCat (H2U)/14_Historical_Superseded/H2U CEO Job Spec.docx,SUPERSEDED,14 Historical / Superseded,False,moved,True
F00090,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Job specifications/H2U CTO Spec.docx,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U CTO Spec.docx,PLACED,10 Technical & Diligence,False,moved,True
F00091,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Job specifications/H2U Job Specification - CTO.docx,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U Job Specification - CTO.docx,PLACED,10 Technical & Diligence,False,moved,True
F00092,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Job specifications/H2U Job Specification - Dir Product Management.docx,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U Job Specification - Dir Product Management.docx,PLACED,10 Technical & Diligence,False,moved,True
F00093,CaliCat (H2U),2022 H2U Data Room B2/HR/2020-2021/Recruiting and Staffing/Job specifications/H2U Job Specification - VP Eng.docx,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U Job Specification - VP Eng.docx,PLACED,10 Technical & Diligence,False,moved,True
