file_id,company,bucket_code,bucket_name,disposition,current,confidence,needs_review,doc_date,doc_date_source,confidentiality,stage,version_family,superseded_by,duplicate_of,filename,ext,size_bytes,mtime_iso,sha256,origin_folder,origin_kind,company_evidence,summary,extracted_numbers,evidence,flags,gnative_url,also_relevant_to,source_rel,dest_rel,source_path,text_chars
F00011,Cambium,06,Board & Governance,PLACED,True,0.95,False,2025-11-03,mtime,,,Cambium|06||Board Meetings|10 30 25 board meeting deck|2025-11-03,,,10.30.25 Board Meeting Deck.pdf,.pdf,6209519,2025-11-03,,Board Meetings,subfolder,source-root,Board & Governance — 10.30.25 Board Meeting Deck,,name:'board meeting'->+3 | name~'board'->+1 | path:'Board Meetings'~'board meeting'(+5.0) | method:baseline,,,,Board Meetings/10.30.25 Board Meeting Deck.pdf,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Board Meetings/10.30.25 Board Meeting Deck.pdf,0
F00012,Cambium,06,Board & Governance,PLACED,True,0.95,False,,mtime,,,Cambium|06||Board Meetings|4 30 25 cambium board meeting|,,,4.30.25 Cambium Board Meeting,.25 cambium board meeting,0,,,Board Meetings,subfolder,source-root,Board & Governance — 4.30,,name:'board meeting'->+3 | name~'board'->+1 | path:'Board Meetings'~'board meeting'(+5.0) | method:baseline,,,,Board Meetings/4.30.25 Cambium Board Meeting,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Board Meetings/4.30.25 Cambium Board Meeting,0
F00013,Cambium,06,Board & Governance,PLACED,True,0.962,False,2025-08-01,mtime,,,Cambium|06||Board Meetings|7 30 25 cambium board deck|2025-08-01,,,7.30.25 Cambium Board Deck.pdf,.pdf,4738159,2025-08-01,,Board Meetings,subfolder,source-root,Board & Governance — 7.30.25 Cambium Board Deck,,name:'board deck'->+3 | name:'board meeting'->+3 | name~'board'->+1 | path:'Board Meetings'~'board meeting'(+5.0) | method:baseline,,,,Board Meetings/7.30.25 Cambium Board Deck.pdf,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Board Meetings/7.30.25 Cambium Board Deck.pdf,0
F00014,Cambium,06,Board & Governance,PLACED,True,0.99,False,,mtime,,,Cambium|06||Board Meetings|baltimore expansion|,,,Baltimore Expansion.gdoc,.gdoc,0,,,Board Meetings,subfolder,source-root,Board & Governance — Baltimore Expansion,,name:'board meeting'->+3 | name~'board'->+1 | path:'Board Meetings'~'board meeting'(+5.0) | method:baseline,google-native | content-not-read-locally,,,Board Meetings/Baltimore Expansion.gdoc,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Board Meetings/Baltimore Expansion.gdoc,0
F00015,Cambium,06,Board & Governance,PLACED,True,0.955,False,,mtime,,,Cambium|06||Board Meetings|cambium q3 board meeting minutes 10 23 24|,,,Cambium Q3 Board Meeting Minutes 10.23.24.pdf,.pdf,0,,,Board Meetings,subfolder,source-root,Board & Governance — Cambium Q3 Board Meeting Minutes 10.23.24,,name:'board meeting'->+3 | name~'board'->+1 | name~'minutes'->+1 | path:'Board Meetings'~'board meeting'(+5.0) | method:baseline,,,,Board Meetings/Cambium Q3 Board Meeting Minutes 10.23.24.pdf,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Board Meetings/Cambium Q3 Board Meeting Minutes 10.23.24.pdf,0
F00016,Cambium,06,Board & Governance,PLACED,True,0.95,False,2024-12-01,filename,,draft,Cambium|06||Board Meetings|december 2024 financials|2024-12-01,,,December 2024 Draft Financials.pdf,.pdf,0,,,Board Meetings,subfolder,source-root,Board & Governance — December 2024 Draft Financials,,name:'board meeting'->+3 | name~'board'->+1 | path:'Board Meetings'~'board meeting'(+5.0) | method:baseline,,,,Board Meetings/December 2024 Draft Financials.pdf,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Board Meetings/December 2024 Draft Financials.pdf,0
F00017,Cambium,06,Board & Governance,PLACED,True,0.95,False,2026-04-30,mtime,,,Cambium|06||Board Meetings/April 2026|4 27 26 cambium quarterly board meeting|2026-04-30,,,4.27.26 Cambium Quarterly Board Meeting.pdf,.pdf,13711165,2026-04-30,,Board Meetings,subfolder,source-root,Board & Governance — 4.27.26 Cambium Quarterly Board Meeting,,name:'board meeting'->+3 | name~'board'->+1 | path:'Board Meetings'~'board meeting'(+5.0) | method:baseline,,,,Board Meetings/April 2026/4.27.26 Cambium Quarterly Board Meeting.pdf,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Board Meetings/April 2026/4.27.26 Cambium Quarterly Board Meeting.pdf,0
F00018,Cambium,06,Board & Governance,PLACED,True,0.95,False,2026-04-28,mtime,,,Cambium|06||Board Meetings/April 2026|board meeting brand presentation 4 27 26|2026-04-28,,,Board meeting _ Brand Presentation _ 4_27_26.pdf,.pdf,20115763,2026-04-28,,Board Meetings,subfolder,source-root,Board & Governance — Board meeting _ Brand Presentation _ 4_27_26,,name:'board meeting'->+3 | name~'board'->+1 | path:'Board Meetings'~'board meeting'(+5.0) | method:baseline,,,,Board Meetings/April 2026/Board meeting _ Brand Presentation _ 4_27_26.pdf,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Board Meetings/April 2026/Board meeting _ Brand Presentation _ 4_27_26.pdf,0
F00019,Cambium,06,Board & Governance,PLACED,True,0.875,False,2026-04-30,mtime,,,Cambium|06||Board Meetings/April 2026|cambium consolidated financial statements q1 2026|2026-04-30,,,Cambium_Consolidated_Financial_Statements_Q1_2026 (1).pdf,.pdf,44975,2026-04-30,,Board Meetings,subfolder,source-root,Board & Governance — Cambium_Consolidated_Financial_Statements_Q1_2026 (1),,name:'board meeting'->+3 | name~'board'->+1 | path:'Board Meetings'~'board meeting'(+5.0) | method:baseline,,,,Board Meetings/April 2026/Cambium_Consolidated_Financial_Statements_Q1_2026 (1).pdf,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Board Meetings/April 2026/Cambium_Consolidated_Financial_Statements_Q1_2026 (1).pdf,0
F00020,Cambium,02,Financing & Legal,PLACED,True,0.944,False,2026-01-01,filename,,,Cambium|02||Convertible Note March 2026|cambium carbon note financing board consent docx|,,,Cambium Carbon - 2026 Note Financing - Board Consent.docx.pdf,.pdf,218655,2026-03-16,,Convertible Note March 2026,subfolder,source-root,Financing & Legal — Cambium Carbon - 2026 Note Financing - Board Consent.docx,,name:'convertible note'->+3 | name:'board consent'->+3 | name~'note'->+1 | name~'consent'->+1 | method:baseline,,,,Convertible Note March 2026/Cambium Carbon - 2026 Note Financing - Board Consent.docx.pdf,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Convertible Note March 2026/Cambium Carbon - 2026 Note Financing - Board Consent.docx.pdf,0
F00021,Cambium,02,Financing & Legal,PLACED,True,0.65,False,2026-03-16,mtime,,final,Cambium|02||Convertible Note March 2026|cambium carbon convertible promissory note|,,,Cambium Carbon - Convertible Promissory Note [Final].docx,.docx,64297,2026-03-16,,Convertible Note March 2026,subfolder,source-root,Financing & Legal — Cambium Carbon - Convertible Promissory Note [Final],,name:'convertible note'->+3 | name~'note'->+1 | method:baseline,,,,Convertible Note March 2026/Cambium Carbon - Convertible Promissory Note [Final].docx,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Convertible Note March 2026/Cambium Carbon - Convertible Promissory Note [Final].docx,0
F00022,Cambium,02,Financing & Legal,PLACED,True,0.944,False,2026-06-15,mtime,,,Cambium|02||Convertible Note March 2026|cambium carbon secondary board consent|,,,Cambium Carbon - Secondary - Board Consent.pdf,.pdf,275477,2026-06-15,,Convertible Note March 2026,subfolder,source-root,Financing & Legal — Cambium Carbon - Secondary - Board Consent,,name:'convertible note'->+3 | name:'board consent'->+3 | name~'note'->+1 | name~'consent'->+1 | method:baseline,,,,Convertible Note March 2026/Cambium Carbon - Secondary - Board Consent.pdf,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Convertible Note March 2026/Cambium Carbon - Secondary - Board Consent.pdf,0
F00023,Cambium,02,Financing & Legal,PLACED,True,0.729,False,2026-01-01,filename,,,Cambium|02||Convertible Note March 2026|cambium carbon pbc note financing stockholder consent|,,,Cambium Carbon PBC - 2026 Note Financing - Stockholder Consent.docx,.docx,47116,2026-03-16,,Convertible Note March 2026,subfolder,source-root,Financing & Legal — Cambium Carbon PBC - 2026 Note Financing - Stockholder Consent,,name:'convertible note'->+3 | name~'note'->+1 | name~'consent'->+1 | method:baseline,,,,Convertible Note March 2026/Cambium Carbon PBC - 2026 Note Financing - Stockholder Consent.docx,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Convertible Note March 2026/Cambium Carbon PBC - 2026 Note Financing - Stockholder Consent.docx,0
F00024,Cambium,02,Financing & Legal,PLACED,True,0.65,False,2026-03-16,mtime,,final,Cambium|02||Convertible Note March 2026|cambium carbon pbc note disclosure schedule|,,,Cambium Carbon PBC - Note - Disclosure Schedule [Final].docx,.docx,51198,2026-03-16,,Convertible Note March 2026,subfolder,source-root,Financing & Legal — Cambium Carbon PBC - Note - Disclosure Schedule [Final],,name:'convertible note'->+3 | name~'note'->+1 | method:baseline,,,,Convertible Note March 2026/Cambium Carbon PBC - Note - Disclosure Schedule [Final].docx,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Convertible Note March 2026/Cambium Carbon PBC - Note - Disclosure Schedule [Final].docx,0
F00025,Cambium,02,Financing & Legal,PLACED,True,0.729,False,2026-01-01,filename,,,Cambium|02||Convertible Note March 2026|pages from cambium carbon pbc note financing stockholder consent ve|,,,Pages from Cambium Carbon PBC - 2026 Note Financing - Stockholder Consent(VE).pdf,.pdf,248225,2026-03-16,,Convertible Note March 2026,subfolder,source-root,Financing & Legal — Pages from Cambium Carbon PBC - 2026 Note Financing - Stockholder Consent(VE),,name:'convertible note'->+3 | name~'note'->+1 | name~'consent'->+1 | method:baseline,,,,Convertible Note March 2026/Pages from Cambium Carbon PBC - 2026 Note Financing - Stockholder Consent(VE).pdf,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Convertible Note March 2026/Pages from Cambium Carbon PBC - 2026 Note Financing - Stockholder Consent(VE).pdf,0
F00026,Cambium,02,Financing & Legal,PLACED,True,0.75,False,2026-06-15,mtime,,,Cambium|02||Convertible Note March 2026|summary|,,,Summary.pdf,.pdf,286388,2026-06-15,,Convertible Note March 2026,subfolder,source-root,Financing & Legal — Summary,,name:'convertible note'->+3 | name~'note'->+1 | method:baseline,,,,Convertible Note March 2026/Summary.pdf,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Convertible Note March 2026/Summary.pdf,0
F00027,Cambium,10,Technical & Diligence,PLACED,True,0.804,False,2024-11-01,mtime,,,Cambium|10||Diligence/Core Decks|cambium carbon series a|,,,Cambium Carbon Series A V7.1.pdf,.pdf,28333,2024-11-01,,Diligence,subfolder,source-root,Technical & Diligence — Cambium Carbon Series A V7.1,,name~'diligence'->+1 | path:'Diligence'~'diligence'(+5.0) | method:baseline,,,,Diligence/Core Decks/Cambium Carbon Series A V7.1.pdf,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Diligence/Core Decks/Cambium Carbon Series A V7.1.pdf,0
F00028,Cambium,10,Technical & Diligence,PLACED,True,0.75,False,2024-12-04,mtime,,,Cambium|10||Diligence/Core Decks|cambium pitch deck|,,,Cambium+Pitch+Deck (3).pdf,.pdf,6647946,2024-12-04,,Diligence,subfolder,source-root,Technical & Diligence — Cambium+Pitch+Deck (3),,name~'diligence'->+1 | path:'Diligence'~'diligence'(+5.0) | method:baseline,,,,Diligence/Core Decks/Cambium+Pitch+Deck (3).pdf,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Diligence/Core Decks/Cambium+Pitch+Deck (3).pdf,0
F00029,Cambium,10,Technical & Diligence,PLACED,True,0.875,False,2024-10-17,mtime,,,Cambium|10||Diligence/Cost Parity|cambium clt parity plan|,,,Cambium+CLT+Parity+Plan (1).pdf,.pdf,526846,2024-10-17,,Diligence,subfolder,source-root,Technical & Diligence — Cambium+CLT+Parity+Plan (1),,name~'diligence'->+1 | path:'Diligence'~'diligence'(+5.0) | method:baseline,,,,Diligence/Cost Parity/Cambium+CLT+Parity+Plan (1).pdf,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Diligence/Cost Parity/Cambium+CLT+Parity+Plan (1).pdf,0
F00030,Cambium,10,Technical & Diligence,SUPERSEDED,False,0.875,False,2024-10-11,mtime,,,Cambium|10||Diligence/Cost Parity|cambium clt parity plan|,F00029,,Cambium+CLT+Parity+Plan.pdf,.pdf,526846,2024-10-11,,Diligence,subfolder,source-root,Technical & Diligence — Cambium+CLT+Parity+Plan,,name~'diligence'->+1 | path:'Diligence'~'diligence'(+5.0) | method:baseline,,,,Diligence/Cost Parity/Cambium+CLT+Parity+Plan.pdf,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Diligence/Cost Parity/Cambium+CLT+Parity+Plan.pdf,0
F00031,Cambium,10,Technical & Diligence,PLACED,True,0.804,False,2024-10-17,mtime,,,Cambium|10||Diligence/Cost Parity|carbon smart wood path to parity|,,,Carbon Smart Wood  Path to Parity (1).pdf,.pdf,3339404,2024-10-17,,Diligence,subfolder,source-root,Technical & Diligence — Carbon Smart Wood  Path to Parity (1),,name~'diligence'->+1 | path:'Diligence'~'diligence'(+5.0) | method:baseline,,,,Diligence/Cost Parity/Carbon Smart Wood  Path to Parity (1).pdf,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Diligence/Cost Parity/Carbon Smart Wood  Path to Parity (1).pdf,0
F00032,Cambium,10,Technical & Diligence,PLACED,True,0.969,False,2024-01-01,filename,,,Cambium|10||Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/HR (Supplementary Docs)|cambium benefits guide|,,,2024 Cambium Benefits Guide.pdf,.pdf,2104257,2024-05-08,,Diligence,subfolder,source-root,Technical & Diligence — 2024 Cambium Benefits Guide,,name~'diligence'->+1 | path:'Cambium Data Room 2024 _ Supplemental Documentation 2'~'data room'(+5.0) | path:'Diligence'~'diligence'(+1.5) | method:baseline,,,,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/HR (Supplementary Docs)/2024 Cambium Benefits Guide.pdf,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/HR (Supplementary Docs)/2024 Cambium Benefits Guide.pdf,0
F00033,Cambium,10,Technical & Diligence,PLACED,True,0.969,False,2024-04-25,mtime,,,Cambium|10||Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/HR (Supplementary Docs)|cambium employee handbook|,,,Cambium Employee Handbook.pdf,.pdf,439137,2024-04-25,,Diligence,subfolder,source-root,Technical & Diligence — Cambium Employee Handbook,,name~'diligence'->+1 | path:'Cambium Data Room 2024 _ Supplemental Documentation 2'~'data room'(+5.0) | path:'Diligence'~'diligence'(+1.5) | method:baseline,,,,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/HR (Supplementary Docs)/Cambium Employee Handbook.pdf,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/HR (Supplementary Docs)/Cambium Employee Handbook.pdf,0
F00034,Cambium,11,Impact & Climate,PLACED,True,0.675,False,2024-07-31,mtime,,,Cambium|11||Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Impact (Supplementary Docs)|cambium impact overview|,,,Cambium Impact Overview.pdf,.pdf,10683650,2024-07-31,,Diligence,subfolder,source-root,Impact & Climate — Cambium Impact Overview,,name~'impact'->+1 | path:'Impact (Supplementary Docs)'~'impact'(+5.0) | method:baseline,,,,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Impact (Supplementary Docs)/Cambium Impact Overview.pdf,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Impact (Supplementary Docs)/Cambium Impact Overview.pdf,0
F00035,Cambium,11,Impact & Climate,PLACED,True,0.675,False,2023-08-24,mtime,,,Cambium|11||Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Impact (Supplementary Docs)|reforestation hubs concept note|,,,Reforestation Hubs Concept Note.pdf,.pdf,359454,2023-08-24,,Diligence,subfolder,source-root,Impact & Climate — Reforestation Hubs Concept Note,,name~'impact'->+1 | path:'Impact (Supplementary Docs)'~'impact'(+5.0) | method:baseline,,,,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Impact (Supplementary Docs)/Reforestation Hubs Concept Note.pdf,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Impact (Supplementary Docs)/Reforestation Hubs Concept Note.pdf,0
F00036,Cambium,11,Impact & Climate,PLACED,True,0.675,False,2023-06-20,mtime,,,Cambium|11||Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Impact (Supplementary Docs)/Certifications/Declare Label|declare manufacturer s guide|,,,Declare  Manufacturer_s Guide.pdf,.pdf,3178159,2023-06-20,,Diligence,subfolder,source-root,Impact & Climate — Declare  Manufacturer_s Guide,,name~'impact'->+1 | path:'Impact (Supplementary Docs)'~'impact'(+5.0) | method:baseline,,,,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Impact (Supplementary Docs)/Certifications/Declare Label/Declare  Manufacturer_s Guide.pdf,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Impact (Supplementary Docs)/Certifications/Declare Label/Declare  Manufacturer_s Guide.pdf,0
F00037,Cambium,11,Impact & Climate,PLACED,True,0.756,False,2024-07-26,mtime,,,Cambium|11||Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Impact (Supplementary Docs)/Certifications/Declare Label|declare label carbon smart wood|,,,Declare Label_Carbon Smart Wood.docx,.docx,2293433,2024-07-26,,Diligence,subfolder,source-root,Impact & Climate — Declare Label_Carbon Smart Wood,,name~'impact'->+1 | name~'carbon'->+1 | path:'Impact (Supplementary Docs)'~'impact'(+5.0) | method:baseline,,,,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Impact (Supplementary Docs)/Certifications/Declare Label/Declare Label_Carbon Smart Wood.docx,,/Users/jackzawadzki/Library/CloudStorage/GoogleDrive-jackz@voloearth.com/Shared drives/Portfolio Company Information/Cambium/Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Impact (Supplementary Docs)/Certifications/Declare Label/Declare Label_Carbon Smart Wood.docx,0
